SiteCode,Exclude,Exclude_reason,CABLE_PFT,Description,TowerStatus,Country,Fullname,SiteLatitude,SiteLongitude,SiteElevation,IGBP_vegetation_short,IGBP_vegetation_long,TowerHeight,CanopyHeight,Tier
IN-IAR,NA,NA,NA,No description available,"Active, core measurements presently being made",India,IARI Flux Site,28.64384,77.15271,NA,NA,Urban and Built-Up,NA,NA,NA
IS-Gun,NA,NA,11,"Deciduous broadleaf forest plantation, oceanic","Active, core measurements presently being made",Iceland,Gunnarsholt,63.8333,-20.2167,65,WET,Permanent Wetlands,NA,NA,NA
IT-Amp,NA,NA,9,"Amplero is currently Inactive, core measurements no longer being made.  This site began collecting data in 2002 and is located in Italy.","Inactive, core measurements no longer being made",Italy,Amplero,41.9041,13.60516,991,CRO,Croplands,NA,NA,NA
IT-BCi,FALSE,NA,NA,"Colocated at Eboli (Salerno), Italy.  Main crops are alfalfa and corn.","Active, core measurements presently being made",Italy,Borgo Cioffi,40.5238,14.95744,20,CRO,Croplands,2,NA,1
IT-Be1,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Beano1,46.00361,13.02556,NA,CRO,Croplands,NA,NA,NA
IT-Be2,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Beano2,46.00431,13.02776,NA,CRO,Croplands,NA,NA,NA
IT-BFt,NA,NA,NA,No description available,"Active, core measurements presently being made",Italy,Bosco Fontana,45.20222,10.74271,NA,MF,Mixed Forests,NA,NA,NA
IT-Bon,NA,NA,NA,"Bonis is currently Active, core measurements presently being made.  This site began collecting data in 2003 and is located in Italy.","Active, core measurements presently being made",Italy,Bonis,39.47778,16.53472,1203,MF,Mixed Forests,NA,NA,NA
IT-CA1,FALSE,NA,4,No description available,"Active, core measurements presently being made",Italy,Castel d'Asso 1,42.380411,12.02656,200,DBF,Deciduous Broadleaf Forests,NA,NA,1
IT-CA2,FALSE,NA,NA,No description available,"Active, core measurements presently being made",Italy,Castel d'Asso 2,42.377219,12.02604,200,CRO,Croplands,NA,NA,1
IT-CA3,FALSE,NA,4,No description available,"Active, core measurements presently being made",Italy,Castel d'Asso 3,42.38,12.0222,197,DBF,Deciduous Broadleaf Forests,NA,NA,1
IT-Cas,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Castellaro,45.07005,8.71752,NA,CRO,Croplands,NA,NA,NA
IT-CdD,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Casalina di Deruta,42.95023,12.38183,NA,CRO,Croplands,NA,NA,NA
IT-Cng,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Cantaglia,44.71,11.53,NA,CRO,Croplands,NA,NA,NA
IT-Col,FALSE,NA,4,"Natural origin and managed, 84 km E from Rome; 56 km S from L'Aquila, colocated station at ABR1, CONECOFOR, montane-mediterranean, deciduous broadleaved forest","Active, core measurements presently being made",Italy,Collelongo- Selva Piana,41.84936,13.58814,1560,DBF,Deciduous Broadleaf Forests,32,NA,1
IT-Cp2,FALSE,NA,2,No description available,"Active, core measurements presently being made",Italy,Castelporziano 2,41.704266,12.35729,19,EBF,Evergreen Broadleaf Forests,NA,NA,1
IT-Cpz,FALSE,NA,2,"Natural origin, Mediterranean","Active, core measurements presently being made",Italy,Castelporziano,41.705249,12.37611,68,EBF,Evergreen Broadleaf Forests,15,NA,1
IT-Ctv,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Castelvetrano,37.64416,12.84638,NA,CRO,Croplands,NA,NA,NA
IT-Gln,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Giugliano,40.94712,14.11709,NA,NA,NA,NA,NA,NA
IT-Isp,FALSE,NA,4,No description available,"Active, core measurements presently being made",Italy,Ispra ABC-IS,45.81264,8.63358,210,DBF,Deciduous Broadleaf Forests,NA,NA,1
IT-La2,FALSE,NA,1,No description available,"Inactive, core measurements no longer being made",Italy,Lavarone2,45.9542,11.2853,1350,ENF,Evergreen Needleleaf Forests,NA,NA,1
IT-Lav,FALSE,NA,1,"Lavarone (after 3/2002) is currently Active, core measurements presently being made.  This site began collecting data in 2000 and is located in Italy.","Active, core measurements presently being made",Italy,Lavarone,45.9562,11.28132,1353,ENF,Evergreen Needleleaf Forests,33,NA,1
IT-Lec,NA,NA,NA,"Lecceto is currently Active, core measurements presently being made.  This site began collecting data in 2005 and is located in Italy.","Inactive, core measurements no longer being made",Italy,Lecceto,43.30359,11.26975,260,MF,Mixed Forests,NA,NA,NA
IT-LMa,NA,NA,NA,"La Mandria is currently Active, core measurements presently being made.  This site began collecting data in 2003 and is located in Italy.","Active, core measurements presently being made",Italy,La Mandria,45.15258,7.58259,2857,MF,Mixed Forests,NA,NA,NA
IT-Mal,NA,NA,NA,"Malga Arpaco is currently Active, core measurements presently being made.  This site began collecting data in 2002 and is located in Italy.","Active, core measurements presently being made",Italy,Malga Arpaco,46.11402,11.70334,1610,MF,Mixed Forests,NA,NA,NA
IT-MBo,FALSE,NA,-9999,"Due to its proximity to the city of Trento, which hosts a number of different universities, Monte Bondone has also been the subject of many scientific studies. Investigations have been carried out in the field of geology, hydrology, climate, pollen deposits, flora and vegetation, characteristics of the beat-bog pools, zoo- and phyto-plancton, entomological fauna, vertebrates, conservation, etc. During recent years, with the opening of the Centro di Ecologia Alpina, scientific activities have been further intensified in that area, e.g. some of the study sites investigated now within the CARBOMONT project were also studied earlier within the EC-projects INTEGRALP and ECOMONT.","Active, core measurements presently being made",Italy,Monte Bondone,46.014678,11.04583,1550,GRA,Grasslands,NA,NA,1
IT-MPn,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Monte Pino,41.1073,14.7416,NA,CRO,Croplands,NA,NA,NA
IT-Mrs,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Marsciano,42.92722,12.3651,NA,CRO,Croplands,NA,NA,NA
IT-MsN,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Masseria Nola,39.71472,16.27806,NA,CRO,Croplands,NA,NA,NA
IT-Neg,NA,NA,NA,"Negrisia is currently Active, core measurements presently being made.  This site began collecting data in 2005 and is located in Italy.","Active, core measurements presently being made",Italy,Negrisia,45.74756,12.44673,11,CRO,Croplands,NA,NA,NA
IT-Noe,FALSE,NA,5,"Mediterranean maquis Mediterranean macchia, drought, grazing","Active, core measurements presently being made",Italy,Arca di NoÌ© - Le Prigionette,40.60613,8.15146,28,CSH,Closed Shrublands,NA,NA,1
IT-Non,NA,NA,NA,"Close to Modena, formerly an agricultural area and therefore must be regarded as a reforestation area, hardwood forest, temperate/mediterranean","Active, core measurements presently being made",Italy,Nonantola,44.69019,11.09109,14,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA
IT-OVr,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Osservatorio Valerio,43.91111,12.90417,NA,NA,NA,NA,NA,NA
IT-OXm,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Osservatorio Ximeniano,43.77446,11.25524,NA,NA,NA,NA,NA,NA
IT-PCm,NA,NA,NA,No description available,"Active, core measurements presently being made",Italy,Parco Urbano di Capodimonte,40.8741,14.2504,NA,NA,Urban and Built-Up,NA,NA,NA
IT-Pia,NA,NA,NA,"Since 1858 Pianosa Island was an Agriculture Penal Colony, in 1997 the island was included in the National Park of the Tuscan Archipelago, in 1998 the penitentiary was completely dismissed.","Inactive, core measurements no longer being made",Italy,Island of Pianosa,42.58387,10.0784,13,CRO,Croplands,NA,NA,NA
IT-PT1,FALSE,NA,4,The site was established in spring 2001 and runs in continuous mode from March 2002.  Poplar plantation,"Active, core measurements presently being made",Italy,Parco Ticino forest,45.200872,9.06104,60,DBF,Deciduous Broadleaf Forests,30,NA,1
IT-Ren,FALSE,NA,1,"11 Km NE Bozen, montane/oceanic climate, evergreen needleleaf forest","Active, core measurements presently being made",Italy,Renon,46.58686,11.43369,1730,ENF,Evergreen Needleleaf Forests,NA,NA,1
IT-Ro1,FALSE,NA,4,"30 km NW of Viterbo, 3 km E of Tuscania, coppicing, mediterranean, deciduous broadleaf forest Mediterranean coppice","Active, core measurements presently being made",Italy,Roccarespampani 1,42.40812,11.93001,235,DBF,Deciduous Broadleaf Forests,20,NA,1
IT-Ro2,FALSE,NA,4,"30 km NW of Viterbo, 3 km E of Tuscania, coppicing, mediterranean, deciduous broadleaf forest Mediterranean coppice","Active, core measurements presently being made",Italy,Roccarespampani 2,42.39026,11.92093,160,DBF,Deciduous Broadleaf Forests,NA,NA,1
IT-Ro3,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Roccarespampani3,42.37539,11.91542,NA,CRO,Croplands,NA,NA,NA
IT-Ro4,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Roccarespampani4,42.37333,11.91922,NA,WSA,Woody Savannas,NA,NA,NA
IT-Rut,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Rutigliano,40.99375,17.03274,NA,NA,Urban and Built-Up,NA,NA,NA
IT-SMc,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,San Marcellino,40.84726,14.25782,NA,NA,NA,NA,NA,NA
IT-SPC,NA,NA,NA,No description available,"Active, core measurements presently being made",Italy,San Pietro Capofiume,44.65387,11.62277,NA,CRO,Croplands,NA,NA,NA
IT-SR2,FALSE,NA,1,No description available,"Active, core measurements presently being made",Italy,San Rossore 2,43.73203,10.29095,12,ENF,Evergreen Needleleaf Forests,NA,NA,1
IT-SRo,FALSE,NA,1,"10 km E of Pisa, evergreen needleleaf forest, mediterranean climate","Active, core measurements presently being made",Italy,San Rossore,43.727861,10.28444,6,ENF,Evergreen Needleleaf Forests,NA,NA,1
IT-Ter,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Terranova,40.70378,9.39817,NA,WSA,Woody Savannas,NA,NA,NA
IT-To1,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Tolfa wet,42.18967,11.92155,NA,MF,Mixed Forests,NA,NA,NA
IT-To2,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Tolfa dry,42.18967,11.92155,NA,MF,Mixed Forests,NA,NA,NA
IT-Tol,NA,NA,NA,"Tolfa is currently Active, core measurements presently being made.  This site began collecting data in 2005 and is located in Italy.","Active, core measurements presently being made",Italy,Tolfa,42.18967,11.92155,415,MF,Mixed Forests,NA,NA,NA
IT-Tor,FALSE,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Torgnon,45.84444,7.57806,2160,GRA,Grasslands,NA,NA,1
IT-TrF,NA,NA,1,No description available,"Inactive, core measurements no longer being made",Italy,Torgnon-LD,45.82376,7.56089,NA,ENF,Evergreen Needleleaf Forest,NA,NA,NA
IT-VdA,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Valle dell`Adige,46.19678,11.11354,NA,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA
IT-Vig,NA,NA,NA,No description available,"Inactive, core measurements no longer being made",Italy,Vigevano,45.29591,8.87554,NA,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA
JP-Aka,NA,NA,6,There is a causeway passes construction trucks about 500m apart on the south side,"Inactive, core measurements no longer being made",Japan,Akanuma- Kushiro Mire,43.11667,144.36667,3,GRA,Grasslands,NA,NA,NA
JP-Aou,NA,NA,NA,No description available,"Active, core measurements presently being made",Japan,Akou green belt,34.78632,134.37086,NA,MF,Mixed Forests,NA,NA,NA
JP-App,NA,NA,4,Dominant communities / Japanese beech forest Human disturbance / 0.2km away from 4m wide paved road,"Active, core measurements presently being made",Japan,Appi Forest Meteorology Research Site Japan,40,141.56667,996,DBF,Deciduous Broadleaf Forest,NA,NA,NA
JP-APP,NA,NA,NA,No description available,"Active, core measurements presently being made",Japan,Appi forest meteorology research site,40.02236,140.93926,NA,MF,Mixed Forests,NA,NA,NA
JP-Bre,NA,NA,NA,No description available,"Active, core measurements presently being made",Japan,National Livestock Breeding Center Niikappu Station,42.4,142.46667,NA,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA
JP-Das,NA,NA,NA,No description available,"Active, core measurements presently being made",Japan,Dasan Station site,78.91667,11.93333,NA,NA,Snow and Ice,NA,NA,NA
JP-FHK,NA,NA,NA,No description available,"Active, core measurements presently being made",Japan,Fuji Hokuroku Flux Observation Site,35.44353,138.76472,NA,MF,Mixed Forests,NA,NA,NA
JP-Fsk,NA,NA,9,No description available,"Active, core measurements presently being made",Japan,Fujisaki Farm Apple Orchard,40.65472,140.48528,NA,CRO,Croplands,NA,NA,NA
JP-Fuj,NA,NA,NA,"Influence by the factitious disturbance/The nearest building of research institute is about 150 m far from the tower. The nearest paved road is about 250m.  Structure/Main Woody, Lower Woody","Active, core measurements presently being made",Japan,Fujiyoshida Forest Met. Research Site,35.45137,138.76527,1043,MF,Mixed Forests,NA,NA,NA
JP-Hac,NA,NA,NA,"Cultivated field (paddy).  There is a road, through which few cars sometimes pass at about 200 m away from the observation site.","Active, core measurements presently being made",Japan,Hachihama Observatory (Ohtaki),34.53333,133.93333,87,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA
JP-Hit,NA,NA,NA,"Young evergreen coniferous deciduous broadleaved artificial forest.  The nearest uptown is about 500 m far from the tower. The site is utilized as a recreational area for the citizen who enjoy harvesting wild vegetables and mushrooms, and cross-country walking and skiing.","Active, core measurements presently being made",Japan,Sapporo Forest Meteorology Research Site,42.98684,141.38529,175,MF,Mixed Forests,NA,NA,NA
JP-Hok,NA,NA,NA,"Cool temperature deciduous subarctic forest, 6km away from city side","Active, core measurements presently being made",Japan,IGBP Tower Site- Hokkaido,42.699,141.571,3,NA,Water,NA,NA,NA
JP-Kah,NA,NA,NA,Artificial needle leaf forest plantation.  A golf-field is about 500 m far from the tower. The nearest paved road is about 400m.,"Active, core measurements presently being made",Japan,Kahoku experimental watershed,33.1337,130.71187,179,MF,Mixed Forests,NA,NA,NA
JP-Kar,NA,NA,NA,No description available,"Active, core measurements presently being made",Japan,Karuizawa,36.4,138.58333,NA,MF,Mixed Forests,NA,NA,NA
JP-KEW,NA,NA,NA,No description available,"Active, core measurements presently being made",Japan,Kiryu Experiment Watershed,34.96361,135.99444,NA,MF,Mixed Forests,NA,NA,NA
JP-Kob,NA,NA,NA,No description available,"Active, core measurements presently being made",Japan,Kobayashi,31.96667,130.93333,NA,MF,Mixed Forests,NA,NA,NA
JP-Ksa,NA,NA,NA,Lotus farm.  There are roads and human habitations about 350m apart on the east side.,"Inactive, core measurements no longer being made",Japan,Lotus field on Lake Kasumigaura,36.06667,140.25,2,NA,Water,NA,NA,NA
JP-Kwa,NA,NA,15,"Deciduous broadleaf forest.  A road passes through this selected forest. A highway is about 500m away from an observation tower. Also, fallen leaves are carried out of forest on every winter season, and used as fertilizer in a field.","Inactive, core measurements no longer being made",Japan,Kawagoe Forest Met. Research Site,35.15,139.08333,219,NA,Urban and Built-Up,NA,NA,NA
