,SiteCode,Exclude,Exclude_reason,CABLE_PFT,CABLE_patchfrac,Source_CABLE_PFT,Description,TowerStatus,Country,Fullname,SiteLatitude,SiteLongitude,SiteElevation,IGBP_vegetation_short,IGBP_vegetation_long,Tier,MeasurementHeight,TowerHeight,CanopyHeight,VegetationDescription,SoilType,Disturbance,CropDescription,Irrigation,Reference
326,FI-Let,NA,NA,1,1,IGBP,NA,"Inactive, core measurements no longer being made",Finland,Lettosuo,60.6418,23.9597,119,ENF,Evergreen Needleleaf Forests,NA,25.5,NA,20,,,,,,"Korkiakoski M., Tuovinen J-P., Aurela M., Koskinen M., Minkkinen K., Ojanen P., Penttilä T., Rainne J., Laurila T. and Lohila A. (2017) Methane exchange at the peatland forest floor - automatic chamber system exposes the dynamics of small fluxes, Biogeosciences, 14, 1947-1967. #-------# Koskinen M., Minkkinen K., Ojanen P., Kämäräinen M., Laurila T. and Lohila A. (2014) Measurements of the CO2 exchange with an automated chamber system throughout the year: challenges in measuring the nighttime respiration in porous peat soil. Biogeosciences, 11, 347-363. #-------# Koskinen, M., Minkkinen, K., Ojanen, P., Kämäräinen, M., Laurila, T. and Lohila, A.: Measurements of the CO2 exchange with an automated chamber system throughout the year: challenges in measuring the nighttime respiration in porous peat soil, Biogeosciences, 11, 347-363, 2014."
327,FI-Lom,FALSE,NA,11,1,IGBP,NA,"Inactive, core measurements no longer being made",Finland,Lompoloj�_�nkk�_�,67.9972,24.20918,274,WET,Permanent Wetlands,1,3,NA,0.4,"A fen. The  fieldlayer vegetation in the wetter parts is dominated by sedges, with Carex rostrata as the most abundant species, accompanied by C. chordorrhiza, C. magellanica and C. lasiocarpa. Menyanthes trifoliata and Equisetum fluviatile are the most common herbs. Dryer parts are characterized byEcosystem site Lompoloj_nkk_ is an open, nutrient-rich sedge fen located in north-western Finland.  stands of Betula nana, with patches of Salix lapponum that occur on the stream margins. ",2.5 m peat layer,NA,NA,NA,"Aurela, M., Lohila, A., J-P., T., Hatakka, J., Penttilä, T. and Laurila, T.: Carbon dioxide and energy flux measurements in four northern-boreal ecosystems at Pallas, Boreal Environment Research, 20, 455–473, 2015."
328,FI-Sii,NA,NA,1,1,IGBP,"Siikaneva is a boreal minerotrophic open wetland located in Southern Finland, 5 km west from SMEAR II site in Hyyti�_�l�_�","Active, core measurements presently being made",Finland,Siikaneva (NECC),61.83268,24.19278,173,ENF,Evergreen Needleleaf Forest,NA,NA,NA,NA,"Carex rostrata, Andromeda polifolia, Eriophorum vaginatum, Sphagnum papillosum",,,,,
329,FI-Skj,NA,NA,1,1,IGBP,No description available,"Inactive, core measurements no longer being made",Finland,Siikajoki,64.7807,24.6515,7,ENF,Evergreen Needleleaf Forest,NA,NA,NA,NA,,,,,,
330,FI-Sod,FALSE,NA,1,1,IGBP,"Colocated station:  (close to the facilities of FMI-artic research centre), coniferous forest, mediterranean/montane","Active, core measurements presently being made",Finland,Sodankyla,67.361861,26.63783,180,ENF,Evergreen Needleleaf Forests,1,23,48,12.7,Scots pine forest (Pinus sylvestris),"Fluvial sandy podzol. The soil texture was 0.3/91.2/4.3/4.2% of sand, till, clay and stones.",NA,NA,NA,"Thum, T., Aalto, T., Laurila, T., Aurela, M., Kolari, P. and Hari, P.: Parametrization of two photosynthesis models at the canopy scale in a northern boreal Scots pine forest, Tellus B Chem. Phys. Meteorol., 59(5), 874–890, 2007."
331,FI-Var,NA,NA,1,1,IGBP,"Varrio is currently Active, core measurements presently being made.  This site began collecting data in 2002 and is located in Finland.","Active, core measurements presently being made",Finland,Varrio,67.7569,29.616,308,ENF,Evergreen Needleleaf Forest,NA,NA,NA,NA,,,,,,
332,FI-Ves,NA,NA,1,1,IGBP,No description available,"Inactive, core measurements no longer being made",Finland,Vesijako,61.3716,25.1055,116,ENF,Evergreen Needleleaf Forest,NA,NA,NA,NA,,,,,,
333,FR-Aur,NA,NA,9,,,"Aurade is currently Active, core measurements presently being made.  This site began collecting data in 2004 and is located in France.","Active, core measurements presently being made",France,Aurade,43.5496,1.10615,258,CRO,Croplands,NA,NA,NA,NA,,,,,,
334,FR-Avi,NA,NA,9,,,"Avignon is currently Active, core measurements presently being made.  This site began collecting data in 2005 and is located in France.","Active, core measurements presently being made",France,Avignon,43.91608,4.87806,33,CRO,Croplands,NA,NA,NA,NA,,,,,,
335,FR-Bil,NA,NA,NA,,,"Bilos  (after 6/20/2004) is currently Active, core measurements presently being made.  This site began collecting data in 2004 and is located in France.","Active, core measurements presently being made",France,Bilos  (after 6/20/2004),44.49389,-0.95594,39,WSA,Woody Savannas,NA,NA,NA,NA,,,,,,
336,FR-Cou,NA,NA,NA,,,"Couhins is currently Active, core measurements presently being made.  This site began collecting data in 2005 and is located in France.","Active, core measurements presently being made",France,Couhins,44.75556,-0.55556,14,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA,NA,,,,,,
337,FR-EM1,NA,NA,9,,,No description available,"Inactive, core measurements no longer being made",France,Estr��_es-Mons,49.87211,3.02065,92,CRO,Croplands,NA,NA,NA,NA,,,,,,
338,FR-EM2,NA,NA,9,,,"This site is very close (circa 200m) to the Estr��_es-Mons site, code FR-EsM, already existing in the Database. Because their closeness, weather conditions, footprint, etc, the sites are considered as cluster site and we decided to change the old code FR-EsM in FR-EM1. -- from Eleonora Canfora email 7-9-2015","Active, core measurements presently being made",France,Estrees-Mons A28,49.87211,3.02065,92,CRO,Croplands,NA,NA,NA,NA,,,,,,
339,FR-FBn,NA,NA,1,1,IGBP,No description available,"Inactive, core measurements no longer being made",France,Font-Blanche,43.24083,5.67917,414,ENF,Evergreen Needleleaf Forest,NA,NA,NA,NA,,,,,,
340,FR-Fgs,NA,NA,4,1,IGBP,No description available,"Inactive, core measurements no longer being made",France,Foug�_�res,48.38,-1.18,165,DBF,Deciduous Broadleaf Forest,NA,NA,NA,NA,,,,,,
341,FR-Fon,FALSE,NA,4,1,IGBP,"Situated about 60 km south-east of Paris, France","Active, core measurements presently being made",France,Fontainebleau-Barbeau,48.4764,2.78014,103,DBF,Deciduous Broadleaf Forests,1,NA,35,24,,,,,,"Bazot, S., Barthes, L., Blanot, D. & Fresneau, C. Distribution of non-structural nitrogen and carbohydrate compounds in mature oak trees in a temperate forest at four key phenological stages. Trees-Structure and Function 27, 1023-1034. #-------# Delpierre, N., Berveiller, D., Dufrêne, E., Granda, E. Wood phenology, not carbon input, controls the interannual variability of tree growth in a temperate Oak forest. New Phytologist #-------# Delpierre, N., Berveiller, D., Granda, E. and Dufrêne, E.: Wood phenology, not carbon input, controls the interannual variability of wood growth in a temperate oak forest, New Phytol., 210(2), 459–470, 2016. #-------# Eglin, T., Francois, C., Michelot, A., Delpierre, N. & Damesin, C. Linking intra-seasonal variations in climate and tree-ring delta C-13: A functional modelling approach. Ecological Modelling 221, 1779-1797. #-------# Gilson, A. et al. Seasonal changes in carbon and nitrogen compound concentrations in a Quercus petraea chronosequence. Tree Physiology 34, 716–729 #-------# Hmimina, G. et al. Evaluation of the potential of MODIS satellite data to predict vegetation phenology in different biomes: An investigation using ground-based NDVI measurements. Remote Sensing of Environment 132, 145-158. #-------# Michelot, A., Eglin, T., Dufrene, E., Lelarge-Trouverie, C. & Damesin, C. Comparison of seasonal variations in water-use efficiency calculated from the carbon isotope composition of tree rings and flux data in a temperate forest. Plant Cell and Environment 34, 230-244. #-------# Prevost-Boure, N. C. et al. Increase in aboveground fresh litter quantity over-stimulates soil respiration in a temperate deciduous forest. Applied Soil Ecology 46, 26-34."
342,FR-Gri,FALSE,NA,9,1,Juergen,"Grignon  (after 6/5/2005) is currently Active, core measurements presently being made.  This site began collecting data in 2005 and is located in France.","Active, core measurements presently being made",France,Grignon,48.84422,1.95191,125,CRO,Croplands,1,3.17,NA,1,,,,,,"Loubet B., Laville P., Lehuger S., Larmanou E., Fléchard C., Mascher N., Génermont S., Roche R., Ferrara R.M., Stella P., Personne E., Durand B., Decuq C., Flura D., Masson S., Fanucci O., Rampon J.N., Siemens J., Kindler R., Gabrielle B., Schrumpf M. and Cellier P.: Carbon, nitrogen and Greenhouse gases budgets over a four years crop rotation in northern France Plant and Soil, 343, 1/2, 109–137, 2011. #-------# Loubet B., Laville P., Lehuger S., Larmanou E., Fléchard C., Mascher N., Génermont S., Roche R., Ferrara R.M., Stella P., Personne E., Durand B., Decuq C., Flura D., Masson S., Fanucci O., Rampon J.N., Siemens J., Kindler R., Gabrielle B., Schrumpf M., Cellier P., 2011. Carbon, nitrogen and Greenhouse gases budgets over a four years crop rotation in northern France. Plant and Soil, 343, 1/2, 109–137"
343,FR-Hes,FALSE,NA,4,1,IGBP,"60 km East of Nancy, deciduous broadleaf forest, beech, Experienced damage to the tower after a wind storm in December 1999 and has experienced some thinning management. Most year to year variation in NEE is attributed to drought.  Natural origin and managed, mediterranean/montane climate  Site is subject to dominant winds from the west, with air masses coming from the Atlantic Ocean driven by low pressure systems bringing temperature and humid air and precipitation","Active, core measurements presently being made",France,Hesse Forest- Sarrebourg,48.67416,7.06556,293,DBF,Deciduous Broadleaf Forest,NA,18,22,13,,,,,,
344,FR-Lam,NA,NA,9,,,"Lamasquere is currently Active, core measurements presently being made.  This site began collecting data in 2005 and is located in France.","Active, core measurements presently being made",France,Lamasquere,43.4965,1.2379,182,CRO,Croplands,NA,NA,NA,NA,,,,,,
345,FR-LBr,FALSE,NA,1,1,IGBP,"20 km SW of Bordeaux, colocated station at Belos (CarboAge).  Experienced the 1999 storm and lost a large amount of trees, Mediterranean/montane, evergreen coniferous plantation","Active, core measurements presently being made",France,Le Bray (after 6/28/1998),44.71711,-0.7693,61,ENF,Evergreen Needleleaf Forests,1,38,41.5,20,,,,,,"Berbigier, P., Bonnefond, J.-M. and Mellmann, P.: CO2 and water vapour fluxes for 2 years above Euroflux forest site, Agric. For. Meteorol., 108(3), 183–197, 2001."
346,FR-Lq1,FALSE,NA,6,1,Juergen (C3 grass),"Laqueuille is currently Active, core measurements presently being made.  This site began collecting data in 2002 and is located in France.","Active, core measurements presently being made",France,Laqueuille,45.64306,2.73583,1066,GRA,Grasslands,NA,2,2.5,0.5,Cerastium SP -C3  Agropiron repens-C3 Heracleum strandilium-C3 Holcus lanatus - C3 Urtica dioica -C3 Melandrium rubrum-C3 Arrhenatherum elatius-C3 Crocus ou- C3 Ornithogalum umbellatum -C3 Agrostis capillaris-C3  Phyteuma spicatum-C3 Heracleum sphondylium-C3 Ajuga reptens-C3 Chaerophyllum japonicum = aureum Plantago major - C3 Capsella bursa-pastoris -C3 Trifolium repens -C3 Dactylis glomerata -C3 Narcissus pseudonarcissus -C3,,,,,"Chang et al. (2013), 10.5194/gmdd-6-2769-2013"
347,FR-Lq2,FALSE,NA,6,1,Juergen,"Laqueuille extensive is currently Active, core measurements presently being made.  This site began collecting data in 2004 and is located in France.","Active, core measurements presently being made",France,Laqueuille extensive,45.63919,2.73703,1081,GRA,Grasslands,NA,2,2.5,0.5,"Conopodium majus -C3, Urtica dioica -C3, Heracleum sphondylium-C3, Phleum pretense -C3, Bromus mollis -C3, Santolina SP -C3, Anthoxanthum odoratum -C3 Agropiron repens-C3, Lolium perenne -C3, Agrostis capillaries -C3, Taraxacum gp officinale -C3, Senecio viscosus -C3, Dactylis glomerata -C3, Cerastium SP -C3, Phyteuma spicatum -C3, Alopecurus pratensis -C3, Avenula pubescens-C3, Holcus lanatus-C3, Ranunculus bulbosus -C3",,,,,
348,FR-Lus,NA,NA,9,,,"Lusignan is currently Active, core measurements presently being made.  This site began collecting data in 2005 and is located in France.","Active, core measurements presently being made",France,Lusignan,46.41557,0.11922,63,CRO,Croplands,NA,NA,NA,NA,,,,,,
349,FR-Mau,NA,NA,9,,,No description available,"Inactive, core measurements no longer being made",France,Mauzac,43.38528,1.29222,234,CRO,Croplands,NA,NA,NA,NA,,,,,,
350,FR-MsS,NA,NA,4,1,IGBP,No description available,"Active, core measurements presently being made",France,Montiers sur Saulx,48.53816,5.31187,339,DBF,Deciduous Broadleaf Forest,NA,NA,NA,NA,,,,,,
351,FR-OnV,NA,NA,9,,,No description available,"Active, core measurements presently being made",France,Osne-le-Val,48.50846,5.21346,356,CRO,Croplands,NA,NA,NA,NA,,,,,,
352,FR-Pue,FALSE,NA,2,1,IGBP,"40 km NW from Montpellier, Herault, France, last clear cut in 1942, eddy correlation measurements were taken from July 1998 to October 1999 and from August 2000.  A severe summer drought characterized 1998., evergreen, Mediterranean oak woodland/macchia, mediterranean/montane climate","Active, core measurements presently being made",France,Puechabon,43.74139,3.59583,270,EBF,Evergreen Broadleaf Forests,1,11,12.2,6.5,,,,,,"Rambal, S., Joffre, R., Ourcival, J. M., Cavender-Bares, J. and Rocheteau, A.: The growth respiration component in eddy CO2 flux from a Quercus ilex mediterranean forest, Glob. Chang. Biol., 10(9), 1460–1469, 2004."
353,GF-Guy,FALSE,NA,2,1,IGBP,"Undisturbed natural rainforest forest - no known human perturbation for centuries except few, logged trees","Active, core measurements presently being made",French Guiana,Guyaflux (French Guiana),5.278772,-52.92486,48,EBF,Evergreen Broadleaf Forests,1,NA,55,35,,,,,,"Bonal, D., Bosc, A., Ponton, S., Goret, J.-Y., Burban, B., Gross, P., Bonnefond, J.-M., Elbers, J., Longdoz, B., Epron, D., Guehl, J.-M. and Granier, A.: Impact of severe dry season on net ecosystem exchange in the Neotropical rainforest of French Guiana, Glob. Chang. Biol., 14(8), 1917–1933, 2008."
354,GH-Ank,NA,NA,2,1,IGBP,"Ankasa is currently Active, core measurements presently being made.  This site began collecting data in 2008 and is located in Ghana.","Active, core measurements presently being made",Ghana,Ankasa,5.2685,-2.6942,124,EBF,Evergreen Broadleaf Forests,NA,65,NA,NA,,,,,,"Chiti, T., Certini, G., Grieco, E. and Valentini, R.: The role of soil in storing carbon in tropical rainforests: the case of Ankasa Park, Ghana, Plant Soil, 331, 453-461, 2010."
355,GR-Mog,NA,NA,NA,,,"Natural forest/deciduous trees (dominate), drought","Active, core measurements presently being made",Greece,Mogostos Forest,38,22.61667,766,WSA,Woody Savannas,NA,NA,NA,NA,,,,,,
356,GR-Vcs,NA,NA,NA,,,No description available,"Active, core measurements presently being made",Greece,Vocals,40.88974,24.84893,NA,WSA,Woody Savannas,NA,NA,NA,NA,,,,,,
357,HU-Bug,FALSE,NA,6,1,Juergen (C3 grass),"Bugacpuszta is currently Active, core measurements presently being made.  This site began collecting data in 2002 and is located in Hungary.","Active, core measurements presently being made",Hungary,Bugacpuszta,46.6911,19.6013,106,GRA,Grasslands,NA,4,NA,1,,,,,,"Nagy et al. (2005), JO.1556/CRC.33.2005.1.68"
358,HU-He1,NA,NA,NA,,,"Located in a flat region of western Hungary, surrounded by agricultural fields and forest patches. The tower is also a NOAA/CMDL global air sampling network site. Measurements of CO2 mixing ratio profiles, temperature, humidity and wind profiles began in September 1994. Flux measurements began in April 1997. The eddy covariance system is operated at 82 m height. Small villages are located with 10 km of the tower, the nearest village being Hegyhatsal about 1 km to the northwest. No notable industrial activity in the area, low levels of traffic.","Active, core measurements presently being made",Hungary,Hegyhatsal,46.95595,16.65202,243,CRO,Croplands,NA,NA,NA,NA,,,,,,
359,HU-He2,NA,NA,NA,,,"This new direct flux measuring system developed by the National Institute for Resources and Environment (NIRE, Tsukuba, Japan) was set up at the end of 1998. The scale of the measurement is much smaller so the results will be more representative to the close proximity of the tower.  Will enable detection of possible systematic errors associated with the larger scale measuring system of the first tower.  This tower became operational in 1999 until the beginning of 2001.  As of September 2006, the tower is operational and runs continuously.  This system was installed at the garden fo the tower, above the grass.","Active, core measurements presently being made",Hungary,Hegyhatsal Tower 2,46.95515,16.65266,243,CRO,Croplands,NA,NA,NA,NA,,,,,,
360,HU-Mat,FALSE,NA,9,1,Juergen (C3 grass but keeping as crop as per IGBP),"Matra is currently Active, core measurements presently being made.  This site began collecting data in 2002 and is located in Hungary.","Active, core measurements presently being made",Hungary,Matra,47.8469,19.726,315,CRO,Croplands,NA,NA,NA,NA,"Festuca rupicola -C3, Festucetalia valesiaca-C3",,,,,
361,HU-Spr,NA,NA,NA,,,No description available,"Inactive, core measurements no longer being made",Hungary,Sopron,47.65587,16.45447,427,MF,Mixed Forests,NA,NA,NA,NA,,,,,,
362,ID-Buk,NA,NA,2,1,IGBP,Top of tower/30m Vegetation type/Tropical forest Age of tree/14 years,"Inactive, core measurements no longer being made",Indonesia,Bukit Soeharto- East Kalimantan,-0.83333,117.05,1,EBF,Evergreen Broadleaf Forest,NA,NA,NA,NA,,,,,,
363,ID-Kan,NA,NA,NA,,,No description available,"Active, core measurements presently being made",Indonesia,Kandistasari Research Site,1,101.26667,86,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA,NA,,,,,,
